ik,y,mean_probability_chem,mean_probability_chem_plus_bio,mean_delta_p,mean_aligned_delta_p,sd_aligned_delta_p,median_aligned_delta_p,mean_delta_rank,mean_aligned_delta_rank,mean_B,mean_aligned_B,mean_delta_log_loss,mean_log_loss_improvement,wilcoxon_p_aligned_delta_p,n_positive_direction,n_repeats_exceeding_threshold,n_repeats,task,drug_name,bh_q_rescue_correction,stable_min_repeats,selected_wilcoxon_only,magnitude_ok,selected,selected_q_lt_0.01,selected_q_lt_0.05,selected_q_lt_0.1,selected_q_lt_0.2,selected_previous
RAPZEAPATHNIPO,0,0.0595861830491357,0.0627553271136377,0.0031691440645019,-0.0031691440645019,0.0017077850642948,-0.0029263705016055,0.1247373029772329,-0.1247373029772329,0.0547612502313941,-0.0547612502313941,0.0033788316465599,-0.0033788316465599,1.0,0,0,20,SR-p53,risperidone,1.0,False,False,False,False,False,False,False,False,False
RAVIZVQZGXBOQO,0,0.2176828257769884,0.2052026476117274,-0.012480178165261,0.012480178165261,0.0070543428350433,0.0122757698824607,-0.0464098073555166,0.0464098073555166,-0.0755588720506696,0.0755588720506696,-0.0158055558934993,0.0158055558934993,9.5367431640625e-07,20,3,20,SR-p53,PK-11195,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
RBQOQRRFDPXAGN,0,0.0820397451743046,0.077977921865669,-0.0040618233086356,0.0040618233086356,0.0043124755184269,0.0023857303590584,-0.0036339754816112,0.0036339754816112,-0.0577800072775256,0.0577800072775256,-0.004399615067015,0.004399615067015,6.67572021484375e-06,18,0,20,SR-p53,propentofylline,9.871744906936082e-06,False,True,False,False,False,False,False,False,False
RBTBFTRPCNLSDE,1,0.3872598417038143,0.8399641850219206,0.4527043433181064,0.4527043433181064,0.121980248134515,0.4444241212305146,-0.0019264448336251,-0.0019264448336251,2.418519963902876,2.418519963902876,-0.7640163484546094,0.7640163484546094,9.5367431640625e-07,20,20,20,SR-p53,methylene-blue,1.354493956634964e-06,True,True,True,True,True,True,True,True,True
RCIMBBZXSXFZBV,0,0.0597545076106055,0.0504866286669941,-0.0092678789436114,0.0092678789436114,0.0044108574185865,0.0091173622113273,-0.0323117338003502,0.0323117338003502,-0.1815050450041963,0.1815050450041963,-0.0098023444548884,0.0098023444548884,9.5367431640625e-07,20,1,20,SR-p53,piromidic-acid,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
RCKMWOKWVGPNJF,0,0.0278359431782079,0.0235881581864329,-0.004247784991775,0.004247784991775,0.0013857622240174,0.0043787243813293,0.0022767075306479,-0.0022767075306479,-0.1720486030601633,0.1720486030601633,-0.0043588786446014,0.0043588786446014,9.5367431640625e-07,20,0,20,SR-p53,diethylcarbamazine,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
RDOIQAHITMMDAJ,0,0.0738604690667188,0.0913327982346449,0.0174723291679261,-0.0174723291679261,0.0079352633135149,-0.0179686010417538,0.1858143607705779,-0.1858143607705779,0.2276613122560684,-0.2276613122560684,0.0190953384389452,-0.0190953384389452,1.0,0,0,20,SR-p53,loperamide,1.0,False,False,False,False,False,False,False,False,False
RDXLYGJSWZYTFJ,0,0.095957160992721,0.0736294059029743,-0.0223277550897467,0.0223277550897467,0.005267370416489,0.0211978810493983,-0.1546847635726795,0.1546847635726795,-0.2908596399861548,0.2908596399861548,-0.0244037983595328,0.0244037983595328,9.5367431640625e-07,20,13,20,SR-p53,niridazole,1.5412321769785217e-06,False,True,True,True,False,False,False,False,False
REFJWTPEDVJJIY,1,0.1404205727770011,0.1512001337161957,0.0107795609391946,0.0107795609391946,0.00975287285193,0.0093889570504361,-0.0016637478108581,-0.0016637478108581,0.0855916410693036,0.0855916410693036,-0.0729348943711026,0.0729348943711026,5.245208740234375e-05,17,0,20,SR-p53,quercetin,7.343292236328125e-05,False,True,False,False,False,False,False,False,False
REQCZEXYDRLIBE,0,0.0627670093452283,0.0564122409766273,-0.006354768368601,0.006354768368601,0.0019707367754621,0.005892222785694,0.0012259194395796,-0.0012259194395796,-0.1142591921100611,0.1142591921100611,-0.0067555866400185,0.0067555866400185,9.5367431640625e-07,20,0,20,SR-p53,procainamide,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
REZGGXNDEMKIQB,0,0.0659887845169631,0.0542598721694764,-0.0117289123474866,0.0117289123474866,0.0058252636782358,0.0132923684395226,-0.0701838879159369,0.0701838879159369,-0.2131567452633978,0.2131567452633978,-0.0124648968282591,0.0124648968282591,9.5367431640625e-07,20,1,20,SR-p53,zaprinast,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
RFDAIACWWDREDC,0,0.0416659944627984,0.030898003573048,-0.0107679908897504,0.0107679908897504,0.0029501737495362,0.0102561738220731,-0.032092819614711,0.032092819614711,-0.3158440203920715,0.3158440203920715,-0.0111697884036633,0.0111697884036633,9.5367431640625e-07,20,0,20,SR-p53,glycocholic-acid,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
RFHAOTPXVQNOHP,0,0.0403340589358819,0.0320547476143686,-0.0082793113215133,0.0082793113215133,0.0031877131058737,0.0087134672217936,-0.0070052539404553,0.0070052539404553,-0.2427742032206579,0.2427742032206579,-0.0085863052700793,0.0085863052700793,9.5367431640625e-07,20,0,20,SR-p53,fluconazole,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
RGCVKNLCSQQDEP,0,0.076160954609324,0.1737038856195329,0.0975429310102088,-0.0975429310102088,0.0538045199962193,-0.104660647650863,0.3429947460595446,-0.3429947460595446,0.8943566178256344,-0.8943566178256344,0.113644804486271,-0.113644804486271,1.0,0,0,20,SR-p53,perphenazine,1.0,False,False,False,False,False,False,False,False,False
RGPDEAGGEXEMMM,0,0.073896615296953,0.0623692108642492,-0.0115274044327038,0.0115274044327038,0.0050183407774878,0.0116959640408716,-0.0776269702276707,0.0776269702276707,-0.1836101681702913,0.1836101681702913,-0.012366107790623,0.012366107790623,9.5367431640625e-07,20,0,20,SR-p53,nefopam,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
RHAXSHUQNIEUEY,0,0.0705572502584709,0.0628610117067147,-0.0076962385517561,0.0076962385517561,0.0031893897689103,0.0067763012768664,-0.0249124343257443,0.0249124343257443,-0.1244176185992964,0.1244176185992964,-0.0082462671757749,0.0082462671757749,9.5367431640625e-07,20,0,20,SR-p53,epirizole,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
RIKMMFOAQPJVMX,0,0.0376787318849943,0.0337695689613734,-0.0039091629236208,0.0039091629236208,0.0020327032776977,0.0040075283576753,0.0280647985989492,-0.0280647985989492,-0.1148601522660589,0.1148601522660589,-0.0040528063698902,0.0040528063698902,1.9073486328125e-06,19,0,20,SR-p53,fomepizole,2.9587993650167163e-06,False,True,False,False,False,False,False,False,False
RJMIEHBSYVWVIN,0,0.0982916209848919,0.0735367721846436,-0.0247548488002482,0.0247548488002482,0.0055206141140838,0.0234959319358905,-0.1704903677758318,0.1704903677758318,-0.3173224434339635,0.3173224434339635,-0.0270914577791497,0.0270914577791497,9.5367431640625e-07,20,18,20,SR-p53,indoprofen,1.5412321769785217e-06,True,True,True,True,True,True,True,True,True
RJMUSRYZPJIFPJ,1,0.0903215667841045,0.6643604822389635,0.574038915454859,0.574038915454859,0.1609192286336975,0.4762851711576709,0.3177320490367776,0.3177320490367776,3.1118928490352498,3.1118928490352498,-1.968963611618512,1.968963611618512,9.5367431640625e-07,20,20,20,SR-p53,niclosamide,1.354493956634964e-06,True,True,True,True,True,True,True,True,True
RKLNONIVDFXQRX,0,0.0657915920695193,0.0728242056780493,0.0070326136085299,-0.0070326136085299,0.0053927945636627,-0.0057561659602977,0.1482049036777583,-0.1482049036777583,0.1066650893718328,-0.1066650893718328,0.0075752526500074,-0.0075752526500074,1.0,0,0,20,SR-p53,bromperidol,1.0,False,False,False,False,False,False,False,False,False
RKUNBYITZUJHSG,0,0.0483925079497804,0.0410567985214845,-0.0073357094282958,0.0073357094282958,0.0044562264126155,0.0068043954947196,0.0092381786339754,-0.0092381786339754,-0.1803481113265304,0.1803481113265304,-0.0076663084203183,0.0076663084203183,9.5367431640625e-07,20,0,20,SR-p53,hyoscyamine,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
RLAWWYSOJDYHDC,0,0.0555827250175606,0.0535932225450222,-0.0019895024725384,0.0019895024725384,0.0049567384507493,0.0006000230662682,0.0677320490367775,-0.0677320490367775,-0.0436248365713816,0.0436248365713816,-0.0020908444800593,0.0020908444800593,0.0768232345581054,10,0,20,SR-p53,lisinopril,0.0995080110157098,False,False,False,False,False,False,False,False,False
RLFWWDJHLFCNIJ,0,0.0506954670169031,0.0418580481174904,-0.0088374188994127,0.0088374188994127,0.0048356194049591,0.0073887650881569,-0.0134851138353765,0.0134851138353765,-0.2086243301459667,0.2086243301459667,-0.0092543080387633,0.0092543080387633,9.5367431640625e-07,20,1,20,SR-p53,ampyrone,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
RLJFTICUTYVZDG,0,0.0799774393299996,0.1042250676406041,0.0242476283106045,-0.0242476283106045,0.017858256154187,-0.028872345461107,0.1637478108581436,-0.1637478108581436,0.274898928593262,-0.274898928593262,0.0269327416323908,-0.0269327416323908,0.9999866485595704,2,0,20,SR-p53,metitepine,1.0,False,False,False,False,False,False,False,False,False
RMEDXOLNCUSCGS,0,0.0670820727935554,0.0709473915502189,0.0038653187566634,-0.0038653187566634,0.0033998969039372,-0.0038908976241479,0.1143607705779334,-0.1143607705779334,0.0582313141878553,-0.0582313141878553,0.0041656461592323,-0.0041656461592323,0.9999971389770508,2,0,20,SR-p53,droperidol,1.0,False,False,False,False,False,False,False,False,False
RMHMFHUVIITRHF,0,0.0707565245876067,0.0596093571200422,-0.0111471674675645,0.0111471674675645,0.0032836285735945,0.0105297994004653,-0.0672066549912434,0.0672066549912434,-0.1839973998432519,0.1839973998432519,-0.0119239640641964,0.0119239640641964,9.5367431640625e-07,20,0,20,SR-p53,pirenzepine,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
RMMXLENWKUUMAY,0,0.1341744130222645,0.1407655169914986,0.006591103969234,-0.006591103969234,0.0058800225182852,-0.0034384394319793,-0.0036339754816112,0.0036339754816112,0.0549574756341335,-0.0549574756341335,0.0076662088689598,-0.0076662088689598,1.0,0,0,20,SR-p53,telmisartan,1.0,False,False,False,False,False,False,False,False,False
RMUCZJUITONUFY,0,0.0446681853445766,0.0455789318857439,0.0009107465411672,-0.0009107465411672,0.0024044345267404,-0.0012813381220024,0.1125656742556917,-0.1125656742556917,0.0205691816730053,-0.0205691816730053,0.000955068892334,-0.000955068892334,0.9757795333862304,4,0,20,SR-p53,phenelzine,1.0,False,False,False,False,False,False,False,False,False
ROBVIMPUHSLWNV,0,0.0724930044312514,0.0676693577656786,-0.0048236466655728,0.0048236466655728,0.0019409639305367,0.0049812928949866,0.0053415061295972,-0.0053415061295972,-0.0748194192492728,0.0748194192492728,-0.0051840917917579,0.0051840917917579,9.5367431640625e-07,20,0,20,SR-p53,aminoglutethimide,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
RONZAEMNMFQXRA,0,0.0836427051475683,0.0718955104772523,-0.011747194670316,0.011747194670316,0.0043927960356632,0.0120516063426745,-0.0767950963222416,0.0767950963222416,-0.1653181117849828,0.1653181117849828,-0.0127360000700118,0.0127360000700118,9.5367431640625e-07,20,1,20,SR-p53,mirtazapine,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
RRAFCDWBNXTKKO,0,0.0779530199345174,0.0654071316118661,-0.0125458883226513,0.0125458883226513,0.0038161981399732,0.0123394269782224,-0.0928196147110332,0.0928196147110332,-0.1909811881331362,0.1909811881331362,-0.0135068726908956,0.0135068726908956,9.5367431640625e-07,20,1,20,SR-p53,eugenol,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
RRGUKTPIGVIEKM,0,0.0733137356764999,0.06716015414226,-0.0061535815342399,0.0061535815342399,0.0025266641717589,0.0060846573767492,-0.0104203152364273,0.0104203152364273,-0.093887971021063,0.093887971021063,-0.0066237791279769,0.0066237791279769,9.5367431640625e-07,20,0,20,SR-p53,cilostazol,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
RRKTZKIUPZVBMF,0,0.1655599312501058,0.1551134274797765,-0.0104465037703293,0.0104465037703293,0.0048878651254602,0.0093015106054058,-0.0382224168126094,0.0382224168126094,-0.0780731388361763,0.0780731388361763,-0.0124349132715689,0.0124349132715689,9.5367431640625e-07,20,1,20,SR-p53,brucine,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
RRZXIRBKKLTSOM,0,0.2091889153248838,0.6109109696332308,0.4017220543083469,-0.4017220543083469,0.1496655745023492,-0.4051305137902338,0.0149299474605954,-0.0149299474605954,1.826220117100514,-1.826220117100514,0.7874920409844434,-0.7874920409844434,1.0,0,0,20,SR-p53,avermectin,1.0,False,False,False,False,False,False,False,False,False
RSEPBGGWRJCQGY,0,0.0760114818662763,0.0762035465307478,0.0001920646644715,-0.0001920646644715,0.0061949702240565,0.0019356648314446,0.0444833625218914,-0.0444833625218914,0.0001725929708911,-0.0001725929708911,0.0002265863975078,-0.0002265863975078,0.2852983474731445,14,0,20,SR-p53,BRD-K66766661,0.3632335058072718,False,False,False,False,False,False,False,False,False
RSUVYMGADVXGOU,0,0.0738370392149004,0.0702263480256118,-0.0036106911892886,0.0036106911892886,0.001861001077138,0.003740543174161,0.014754816112084,-0.014754816112084,-0.0539403384462526,0.0539403384462526,-0.00389251880242,0.00389251880242,2.86102294921875e-06,19,0,20,SR-p53,cinanserin,4.360449575159671e-06,False,True,False,False,False,False,False,False,False
RTGDFNSFWBGLEC,1,0.1125142904423401,0.3905499269939225,0.2780356365515823,0.2780356365515823,0.186541546846044,0.2547318291865796,0.1489054290718038,0.1489054290718038,1.5382712219574433,1.5382712219574433,-1.1142875358387971,1.1142875358387971,9.5367431640625e-07,20,19,20,SR-p53,mycophenolate-mofetil,1.354493956634964e-06,True,True,True,True,True,True,True,True,True
RTRQQBHATOEIAF,0,0.1437994921016898,0.1240925471492529,-0.0197069449524368,0.0197069449524368,0.0063716433923563,0.0179741984750509,-0.060201401050788,0.060201401050788,-0.1707797657453376,0.1707797657453376,-0.0227576997843618,0.0227576997843618,9.5367431640625e-07,20,9,20,SR-p53,acadesine,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
RTXOFQZKPXMALH,0,0.1354457614804805,0.1178191195380716,-0.0176266419424088,0.0176266419424088,0.0035058022346472,0.0164744020792808,-0.0589316987740805,0.0589316987740805,-0.1599232997273366,0.1599232997273366,-0.0201907110485601,0.0201907110485601,9.5367431640625e-07,20,3,20,SR-p53,cefdinir,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
RUDATBOHQWOJDD,0,0.0403572901331628,0.035682548359857,-0.0046747417733058,0.0046747417733058,0.0011408936188656,0.0044946775458757,0.027539404553415,-0.027539404553415,-0.1284566050550217,0.1284566050550217,-0.0048596863661445,0.0048596863661445,9.5367431640625e-07,20,0,20,SR-p53,BRD-K18135438,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
RUZYUOTYCVRMRZ,0,0.1199822405717165,0.102357850888282,-0.0176243896834345,0.0176243896834345,0.0054810682700323,0.0157859902222826,-0.0770577933450087,0.0770577933450087,-0.1803745208280077,0.1803745208280077,-0.0198134701725446,0.0198134701725446,9.5367431640625e-07,20,6,20,SR-p53,doxazosin,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
RVOLLAQWKVFTGE,0,0.0470480262757334,0.0436098430004355,-0.0034381832752979,0.0034381832752979,0.0024923688396881,0.0038029441192798,0.0558669001751313,-0.0558669001751313,-0.0805917206092439,0.0805917206092439,-0.0035996616963979,0.0035996616963979,1.9073486328125e-06,19,0,20,SR-p53,mestinon,2.9587993650167163e-06,False,True,False,False,False,False,False,False,False
RWTNPBWLLIMQHL,0,0.0577335975894545,0.0482162288282933,-0.0095173687611611,0.0095173687611611,0.0018806042929175,0.0099033741004217,-0.0301663747810858,0.0301663747810858,-0.1905133741165041,0.1905133741165041,-0.0100515414098309,0.0100515414098309,9.5367431640625e-07,20,0,20,SR-p53,fexofenadine,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
RXPRRQLKFXBCSJ,0,0.111737026393964,0.1045313271530139,-0.00720569924095,0.00720569924095,0.0080268216615978,0.0042365497117923,-0.0334938704028021,0.0334938704028021,-0.074972858206596,0.074972858206596,-0.0080814733357733,0.0080814733357733,6.67572021484375e-06,19,3,20,SR-p53,vincamine,9.871744906936082e-06,False,True,False,False,False,False,False,False,False
RXQCGGRTAILOIN,0,0.042497500103329,0.0375440994892052,-0.0049534006141237,0.0049534006141237,0.001837930811357,0.0044273143392643,0.0271453590192644,-0.0271453590192644,-0.1295196418367902,0.1295196418367902,-0.0051596611545486,0.0051596611545486,9.5367431640625e-07,20,0,20,SR-p53,mephentermine,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
RXWNCPJZOCPEPQ,1,0.189170803171971,0.1597644854488251,-0.0294063177231458,-0.0294063177231458,0.0093815075087992,-0.0295380532734093,-0.0615148861646234,-0.0615148861646234,-0.2050181957109131,-0.2050181957109131,0.1693863077344006,-0.1693863077344006,1.0,0,0,20,SR-p53,puromycin,1.0,False,False,False,False,False,False,False,False,False
RXZBMPWDPOLZGW,0,0.1629427444427315,0.1411272158301069,-0.0218155286126246,0.0218155286126246,0.0099676119209645,0.0202048384932996,-0.0533712784588441,0.0533712784588441,-0.1699493890479382,0.1699493890479382,-0.0257282897174828,0.0257282897174828,9.5367431640625e-07,20,10,20,SR-p53,roxithromycin,1.5412321769785217e-06,False,True,True,True,False,False,False,False,False
RYMZZMVNJRMUDD,0,0.0839072804868612,0.1035876855366942,0.019680405049833,-0.019680405049833,0.0130187384805985,-0.0173643692478145,0.1321366024518389,-0.1321366024518389,0.2244329857723574,-0.2244329857723574,0.0218382802718217,-0.0218382802718217,0.9999990463256836,1,0,20,SR-p53,simvastatin,1.0,False,False,False,False,False,False,False,False,False
RYYVLZVUVIJVGH,0,0.0372426488216426,0.0305904253069415,-0.006652223514701,0.006652223514701,0.0025001820850153,0.0061233773756012,0.0026269702276707,-0.0026269702276707,-0.2062434969914286,0.2062434969914286,-0.0068845749827063,0.0068845749827063,9.5367431640625e-07,20,0,20,SR-p53,caffeine,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
RZEKVGVHFLEQIL,0,0.1100264556799427,0.1000338456946039,-0.0099926099853387,0.0099926099853387,0.0038119004263322,0.0100600063691378,-0.0460595446584938,0.0460595446584938,-0.1059605644962295,0.1059605644962295,-0.0111740997039283,0.0111740997039283,9.5367431640625e-07,20,0,20,SR-p53,celecoxib,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
RZJQGNCSTQAWON,0,0.1328002853608431,0.1094524269257515,-0.0233478584350915,0.0233478584350915,0.0095888453084289,0.0208275788782623,-0.0824868651488616,0.0824868651488616,-0.222920989464369,0.222920989464369,-0.026528525939163,0.026528525939163,9.5367431640625e-07,20,12,20,SR-p53,rofecoxib,1.5412321769785217e-06,False,True,True,True,False,False,False,False,False
RZVAJINKPMORJF,0,0.0471206014485135,0.0318549781575963,-0.0152656232909171,0.0152656232909171,0.0041625919719874,0.0147678736159673,-0.0806917688266199,0.0806917688266199,-0.4143935505985744,0.4143935505985744,-0.0158872311727687,0.0158872311727687,9.5367431640625e-07,20,3,20,SR-p53,paracetamol,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
SBDNJUWAMKYJOX,1,0.0607261312029824,0.0493739173286124,-0.0113522138743699,-0.0113522138743699,0.0031590697370766,-0.0114298411169392,-0.059369527145359,-0.059369527145359,-0.2217356006686993,-0.2217356006686993,0.2097257983666672,-0.2097257983666672,1.0,0,0,20,SR-p53,meclofenamic-acid,1.0,False,False,False,False,False,False,False,False,False
SBUJHOSQTJFQJX,0,0.0795915763133845,0.0805578146159068,0.0009662383025222,-0.0009662383025222,0.0193958518467286,-0.0079632440925353,0.009938704028021,-0.009938704028021,-0.0192098355788038,0.0192098355788038,0.0012687394761931,-0.0012687394761931,0.6219167709350586,9,4,20,SR-p53,kanamycin,0.7729537010192871,False,False,False,False,False,False,False,False,False
SDUQYLNIPVEERB,1,0.2318469526174145,0.5444658536430269,0.3126189010256123,0.3126189010256123,0.1573496070801567,0.2838523803599095,-0.0006129597197898,-0.0006129597197898,1.410604852767224,1.410604852767224,-0.8123808291710006,0.8123808291710006,9.5367431640625e-07,20,19,20,SR-p53,gemcitabine,1.354493956634964e-06,True,True,True,True,True,True,True,True,True
SECKRCOLJRRGGV,0,0.0713358615030875,0.0631935468890997,-0.0081423146139878,0.0081423146139878,0.0039862159969236,0.0078594062362387,-0.0316549912434325,0.0316549912434325,-0.1301036970533835,0.1301036970533835,-0.0087311707905193,0.0087311707905193,9.5367431640625e-07,20,0,20,SR-p53,vardenafil,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
SEEPANYCNGTZFQ,0,0.0340268522765785,0.0371662711409385,0.0031394188643599,-0.0031394188643599,0.0028246459929387,-0.0030345101795234,0.0850700525394045,-0.0850700525394045,0.0890019158028257,-0.0890019158028257,0.0032598546425981,-0.0032598546425981,0.9999818801879884,2,0,20,SR-p53,sulfadiazine,1.0,False,False,False,False,False,False,False,False,False
SFBODOKJTYAUCM,0,0.1739224012201066,0.1536017826316327,-0.0203206185884738,0.0203206185884738,0.0092471429624658,0.0195965415794763,-0.0529334500875656,0.0529334500875656,-0.1506326954539402,0.1506326954539402,-0.0242529755942894,0.0242529755942894,9.5367431640625e-07,20,9,20,SR-p53,ipriflavone,1.5412321769785217e-06,False,True,True,True,False,False,False,False,False
SFLSHLFXELFNJZ,0,0.0734739731486631,0.0660156750699001,-0.007458298078763,0.007458298078763,0.0051948035601858,0.0068818191663439,-0.0272767075306479,0.0272767075306479,-0.1179678245744553,0.1179678245744553,-0.0080046767823212,0.0080046767823212,9.5367431640625e-07,20,0,20,SR-p53,BRD-K39981244,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
SGOOQMRIPALTEL,0,0.1163771303783238,0.1023670707420373,-0.0140100596362865,0.0140100596362865,0.0088325889607814,0.0156461701308427,-0.0667688266199649,0.0667688266199649,-0.1481888910949207,0.1481888910949207,-0.0156916261729557,0.0156916261729557,9.5367431640625e-07,20,7,20,SR-p53,roquinimex,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
SGRYPYWGNKJSDL,0,0.1036647503879782,0.0818512393001686,-0.0218135110878096,0.0218135110878096,0.004599694139732,0.0206800955316075,-0.1292031523642732,0.1292031523642732,-0.2620265937944491,0.2620265937944491,-0.0240374034544333,0.0240374034544333,9.5367431640625e-07,20,12,20,SR-p53,amlexanox,1.5412321769785217e-06,False,True,True,True,False,False,False,False,False
SGTNSNPWRIOYBX,0,0.0589638182505744,0.0519447371107898,-0.0070190811397846,0.0070190811397846,0.0031085568754171,0.0065732182923369,0.0021015761821366,-0.0021015761821366,-0.1350283098414313,0.1350283098414313,-0.0074301013668828,0.0074301013668828,9.5367431640625e-07,20,0,20,SR-p53,verapamil,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
SGUAFYQXFOLMHL,0,0.0599780664825865,0.0526067249076682,-0.0073713415749182,0.0073713415749182,0.0029485381230116,0.0074233026262621,-0.0078371278458844,0.0078371278458844,-0.1398938819706018,0.1398938819706018,-0.0078101509378619,0.0078101509378619,9.5367431640625e-07,20,0,20,SR-p53,labetalol,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
SHGAZHPCJJPHSC,0,0.0974007509114752,0.1342676811761731,0.0368669302646978,-0.0368669302646978,0.0136951309927225,-0.0324334919375519,0.1292031523642732,-0.1292031523642732,0.3579135580299648,-0.3579135580299648,0.0418395195481463,-0.0418395195481463,1.0,0,0,20,SR-p53,tretinoin,1.0,False,False,False,False,False,False,False,False,False
SHZKQBHERIJWAO,0,0.0510361299033648,0.0415052721420992,-0.0095308577612656,0.0095308577612656,0.0026894894200964,0.0096363075190741,-0.0261383537653239,0.0261383537653239,-0.2166591755328058,0.2166591755328058,-0.0099959061641977,0.0099959061641977,9.5367431640625e-07,20,0,20,SR-p53,ozagrel,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
SJYFDORQYYEJLB,0,0.0805900415642725,0.0923342752261816,0.011744233661909,-0.011744233661909,0.0051801602212214,-0.0129614720082698,0.1150175131348511,-0.1150175131348511,0.1472402365876918,-0.1472402365876918,0.0128775087345502,-0.0128775087345502,1.0,0,0,20,SR-p53,SDZ-21009,1.0,False,False,False,False,False,False,False,False,False
SKIVFJLNDNKQPD,0,0.0411185585546344,0.0342301319987433,-0.006888426555891,0.006888426555891,0.0033632374618554,0.0055235369481556,0.0061733800350262,-0.0061733800350262,-0.1943698010671263,0.1943698010671263,-0.0071540641494323,0.0071540641494323,9.5367431640625e-07,20,0,20,SR-p53,sulfacetamide,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
SKPLBLUECSEIFO,0,0.0588399347661773,0.0451704314836159,-0.0136695032825614,0.0136695032825614,0.0047111407988816,0.0119497536282806,-0.083231173380035,0.083231173380035,-0.2838082808539474,0.2838082808539474,-0.014410010899583,0.014410010899583,9.5367431640625e-07,20,3,20,SR-p53,chlorphensin,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
SKVLYVHULOWXTD,0,0.0509770420455326,0.0389170027295793,-0.0120600393159533,0.0120600393159533,0.0045908714547826,0.0111709860161861,-0.0577495621716287,0.0577495621716287,-0.2856838491337651,0.2856838491337651,-0.0126261216456103,0.0126261216456103,9.5367431640625e-07,20,0,20,SR-p53,succinylsulfathiazole,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
SKYSRIRYMSLOIN,0,0.0581609220283653,0.0505196057036367,-0.0076413163247286,0.0076413163247286,0.0016716747157189,0.0077650125237446,-0.0043782837127845,0.0043782837127845,-0.1488530976025388,0.1488530976025388,-0.0080823540125569,0.0080823540125569,9.5367431640625e-07,20,0,20,SR-p53,cyclopentolate,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
SLVMESMUVMCQIY,0,0.0879699677061385,0.0802717728428243,-0.0076981948633142,0.0076981948633142,0.0042355163752008,0.0083343963960936,-0.0356830122591943,0.0356830122591943,-0.1008542846488745,0.1008542846488745,-0.0084011302334605,0.0084011302334605,9.5367431640625e-07,20,0,20,SR-p53,mesoridazine,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
SMTZFNFIKUPEJC,0,0.0613760565831763,0.0531524896180627,-0.0082235669651136,0.0082235669651136,0.0042299320614142,0.0084324764514752,-0.0201838879159369,0.0201838879159369,-0.1532618684880807,0.1532618684880807,-0.0087226589429846,0.0087226589429846,4.76837158203125e-06,18,0,20,SR-p53,roxatidine,7.121859701917918e-06,False,True,False,False,False,False,False,False,False
SMYALUSCZJXWHG,0,0.0815194026630108,0.0852715706520918,0.003752167989081,-0.003752167989081,0.0030770383547094,-0.003148791481132,0.0616900175131348,-0.0616900175131348,0.0488397140994764,-0.0488397140994764,0.0040981532811832,-0.0040981532811832,0.9999933242797852,2,0,20,SR-p53,altanserin,1.0,False,False,False,False,False,False,False,False,False
SNBUBQHDYVFSQF,0,0.0659154994828426,0.0588564229756155,-0.007059076507227,0.007059076507227,0.0033828821916656,0.0071154106088951,-0.0127408056042031,0.0127408056042031,-0.1233504699317638,0.1233504699317638,-0.007521628523087,0.007521628523087,9.5367431640625e-07,20,0,20,SR-p53,cefmetazole,1.5412321769785217e-06,False,True,False,False,False,False,False,False,False
